Mode,Mois,Année,Service,Aéroport d'origine,Aéroport de destination,Compagnie,Nbre mensuel de vols programmés par la Cie sur la relation,Nbre mensuel de vols assurés par la Cie sur la relation,Part (%) de vols assurés par la Cie sur la relation (mois),Nbre mensuel de vols annulés par la Cie sur la relation,Part (%) des vols annulés par la Cie sur la relation (mois),Part (%) de la Cie dans les vols en retard à l'arrivée sur la relation (mois),Part (%) des vols exploités par la Cie en retard à l'arrivée sur la relation (mois),Retard mensuel moyen à l'arrivée des vols exploités par la Cie sur la relation (min),Code Cie,Code Aero Départ,Code Aero Destination,retards moyennés sur tous les vols de la liaison - compagnie à l'arrivée
Avion,7,2019,Intérieur,BORDEAUX,MARSEILLE,AIR FRANCE HOP!,82,82,51.9,0,0,47.4,11,44,HOP,LFBD,LFML,6
Avion,7,2019,Intérieur,BORDEAUX,MARSEILLE,EASYJET,44,44,27.9,0,0,21.1,9.1,34,EZY,LFBD,LFML,3
Avion,7,2019,Intérieur,BORDEAUX,MARSEILLE,RYANAIR,32,32,20.3,0,0,31.6,18.8,40,RYR,LFBD,LFML,10
Avion,8,2019,Intérieur,BORDEAUX,MARSEILLE,AIR FRANCE HOP!,64,64,46,0,0,35.3,9.4,38,HOP,LFBD,LFML,5
Avion,8,2019,Intérieur,BORDEAUX,MARSEILLE,EASYJET,44,44,31.7,0,0,23.5,9.1,79,EZY,LFBD,LFML,8
Avion,8,2019,Intérieur,BORDEAUX,MARSEILLE,RYANAIR,31,31,22.3,0,0,41.2,22.6,33,RYR,LFBD,LFML,9
Avion,9,2019,Intérieur,BORDEAUX,MARSEILLE,AIR FRANCE,80,80,50.6,0,0,50,10,43,AFR,LFBD,LFML,5
Avion,9,2019,Intérieur,BORDEAUX,MARSEILLE,EASYJET,48,48,30.4,0,0,6.3,2.1,118,EZY,LFBD,LFML,3
Avion,9,2019,Intérieur,BORDEAUX,MARSEILLE,RYANAIR,30,30,19,0,0,43.8,23.3,34,RYR,LFBD,LFML,10
Avion,10,2018,Intérieur,BORDEAUX,NICE,EASYJET R-U,58,57,66.28,1,1.72,66.67,17.54,43,EZY,LFBD,LFMN,9
Avion,10,2018,Intérieur,BORDEAUX,NICE,HOP!,29,29,33.72,0,0,33.33,17.24,31,HOP,LFBD,LFMN,8
Avion,11,2018,Intérieur,BORDEAUX,NICE,EASYJET R-U,45,45,61.6,0,0,90,20,52,EZY,LFBD,LFMN,11
Avion,11,2018,Intérieur,BORDEAUX,NICE,HOP!,28,28,38.4,0,0,10,3.6,21,HOP,LFBD,LFMN,1
Avion,12,2018,Intérieur,BORDEAUX,NICE,EASYJET R-U,51,49,62,2,3.9,80,16.3,64,EZY,LFBD,LFMN,11
Avion,12,2018,Intérieur,BORDEAUX,NICE,HOP!,30,30,38,0,0,20,6.7,35,HOP,LFBD,LFMN,3
Avion,1,2019,Intérieur,BORDEAUX,NICE,AIR FRANCE HOP!,25,25,37.9,0,0,33.3,8,46,HOP,LFBD,LFMN,4
Avion,1,2019,Intérieur,BORDEAUX,NICE,EASYJET R-U,41,41,62.1,0,0,66.7,9.8,75,EZY,LFBD,LFMN,8
Avion,2,2019,Intérieur,BORDEAUX,NICE,AIR FRANCE HOP!,28,28,40.6,0,0,0,0,,HOP,LFBD,LFMN,1
Avion,2,2019,Intérieur,BORDEAUX,NICE,EASYJET R-U,42,41,59.4,1,2.4,100,17.1,97,EZY,LFBD,LFMN,18
Avion,3,2019,Intérieur,BORDEAUX,NICE,AIR FRANCE HOP!,31,31,38.8,0,0,20,6.5,41,HOP,LFBD,LFMN,3
Avion,3,2019,Intérieur,BORDEAUX,NICE,EASYJET R-U,49,49,61.3,0,0,80,16.3,60,EZY,LFBD,LFMN,11
Avion,4,2019,Intérieur,BORDEAUX,NICE,AIR FRANCE HOP!,30,30,33.3,0,0,10.5,6.7,20,HOP,LFBD,LFMN,2
Avion,4,2019,Intérieur,BORDEAUX,NICE,EASYJET R-U,60,60,66.7,0,0,89.5,28.3,45,EZY,LFBD,LFMN,14
Avion,5,2019,Intérieur,BORDEAUX,NICE,AIR FRANCE HOP!,31,31,34.1,0,0,11.1,3.2,103,HOP,LFBD,LFMN,4
Avion,5,2019,Intérieur,BORDEAUX,NICE,EASYJET R-U,62,60,65.9,2,3.2,88.9,13.3,30,EZY,LFBD,LFMN,5
Avion,6,2019,Intérieur,BORDEAUX,NICE,AIR FRANCE HOP!,30,30,34.9,0,0,0,0,,HOP,LFBD,LFMN,1
Avion,6,2019,Intérieur,BORDEAUX,NICE,EASYJET,56,56,65.1,0,0,100,30.4,63,EZY,LFBD,LFMN,20
Avion,7,2019,Intérieur,BORDEAUX,NICE,AIR FRANCE HOP!,31,31,36.9,0,0,5.9,3.2,17,HOP,LFBD,LFMN,1
Avion,7,2019,Intérieur,BORDEAUX,NICE,EASYJET,53,53,63.1,0,0,94.1,30.2,60,EZY,LFBD,LFMN,19
Avion,8,2019,Intérieur,BORDEAUX,NICE,AIR FRANCE HOP!,31,31,37.4,0,0,0,0,,HOP,LFBD,LFMN,0
Avion,8,2019,Intérieur,BORDEAUX,NICE,EASYJET,53,52,62.7,1,1.9,100,15.4,71,EZY,LFBD,LFMN,12
Avion,9,2019,Intérieur,BORDEAUX,NICE,AIR FRANCE,28,28,31.8,0,0,14.3,7.1,127,AFR,LFBD,LFMN,12
Avion,9,2019,Intérieur,BORDEAUX,NICE,EASYJET,60,60,68.2,0,0,85.7,20,55,EZY,LFBD,LFMN,12
Avion,10,2018,Intérieur,BORDEAUX,PARIS-CDG,AIR FRANCE,185,185,100,0,0,100,14.05,26,AFR,LFBD,LFPG,6
Avion,11,2018,Intérieur,BORDEAUX,PARIS-CDG,AIR FRANCE,176,176,100,0,0,100,6.3,36,AFR,LFBD,LFPG,4
Avion,12,2018,Intérieur,BORDEAUX,PARIS-CDG,AIR FRANCE,178,178,100,0,0,100,13.5,41,AFR,LFBD,LFPG,7
Avion,1,2019,Intérieur,BORDEAUX,PARIS-CDG,AIR FRANCE,178,176,100,2,1.1,100,11.4,37,AFR,LFBD,LFPG,7
Avion,2,2019,Intérieur,BORDEAUX,PARIS-CDG,AIR FRANCE,165,165,100,0,0,100,8.5,70,AFR,LFBD,LFPG,7
Avion,3,2019,Intérieur,BORDEAUX,PARIS-CDG,AIR FRANCE,181,181,100,0,0,100,13.3,28,AFR,LFBD,LFPG,6
Avion,4,2019,Intérieur,BORDEAUX,PARIS-CDG,AIR FRANCE,181,181,100,0,0,100,8.8,43,AFR,LFBD,LFPG,6
Avion,5,2019,Intérieur,BORDEAUX,PARIS-CDG,AIR FRANCE,186,183,100,3,1.6,100,10.9,30,AFR,LFBD,LFPG,6
Avion,6,2019,Intérieur,BORDEAUX,PARIS-CDG,AIR FRANCE,179,178,100,1,0.6000000000000001,100,15.2,38,AFR,LFBD,LFPG,8
Avion,7,2019,Intérieur,BORDEAUX,PARIS-CDG,AIR FRANCE,186,186,100,0,0,100,14.5,40,AFR,LFBD,LFPG,8
Avion,8,2019,Intérieur,BORDEAUX,PARIS-CDG,AIR FRANCE,184,183,100,1,0.5,100,15.9,36,AFR,LFBD,LFPG,8
Avion,9,2019,Intérieur,BORDEAUX,PARIS-CDG,AIR FRANCE,180,180,100,0,0,100,10,29,AFR,LFBD,LFPG,5
Avion,10,2018,Intérieur,BORDEAUX,PARIS-ORLY,AIR FRANCE,271,269,100,2,0.74,100,4.83,33,AFR,LFBD,LFPO,2
Avion,11,2018,Intérieur,BORDEAUX,PARIS-ORLY,AIR FRANCE,253,246,100,7,2.8,100,8.1,40,AFR,LFBD,LFPO,5
Avion,12,2018,Intérieur,BORDEAUX,PARIS-ORLY,AIR FRANCE,251,246,100,5,2,100,16.7,33,AFR,LFBD,LFPO,7
Avion,1,2019,Intérieur,BORDEAUX,PARIS-ORLY,AIR FRANCE,261,257,100,4,1.5,100,11.3,40,AFR,LFBD,LFPO,6
Avion,2,2019,Intérieur,BORDEAUX,PARIS-ORLY,AIR FRANCE,227,227,100,0,0,100,6.2,44,AFR,LFBD,LFPO,4
Avion,3,2019,Intérieur,BORDEAUX,PARIS-ORLY,AIR FRANCE,260,258,100,2,0.8,100,11.2,32,AFR,LFBD,LFPO,5
Avion,4,2019,Intérieur,BORDEAUX,PARIS-ORLY,AIR FRANCE,270,263,100,7,2.6,100,3.8,28,AFR,LFBD,LFPO,3
Avion,5,2019,Intérieur,BORDEAUX,PARIS-ORLY,AIR FRANCE,262,255,100,7,2.7,100,6.3,47,AFR,LFBD,LFPO,3
Avion,6,2019,Intérieur,BORDEAUX,PARIS-ORLY,AIR FRANCE,258,253,100,5,1.9,100,6.7,33,AFR,LFBD,LFPO,3
Avion,7,2019,Intérieur,BORDEAUX,PARIS-ORLY,AIR FRANCE,230,226,100,4,1.7000000000000002,100,6.2,47,AFR,LFBD,LFPO,4
Avion,8,2019,Intérieur,BORDEAUX,PARIS-ORLY,AIR FRANCE,159,157,100,2,1.3,100,8.9,37,AFR,LFBD,LFPO,4
Avion,9,2019,Intérieur,BORDEAUX,PARIS-ORLY,AIR FRANCE,245,242,100,3,1.2,100,8.3,37,AFR,LFBD,LFPO,4
Avion,10,2018,Intérieur,BORDEAUX,STRASBOURG,VOLOTEA,55,55,100,0,0,100,9.09,41,VOE,LFBD,LFST,4
Avion,11,2018,Intérieur,BORDEAUX,STRASBOURG,VOLOTEA,52,52,100,0,0,100,3.9,81,VOE,LFBD,LFST,4
Avion,12,2018,Intérieur,BORDEAUX,STRASBOURG,VOLOTEA,73,73,100,0,0,100,6.9,65,VOE,LFBD,LFST,6
Avion,1,2019,Intérieur,BORDEAUX,STRASBOURG,VOLOTEA,38,38,100,0,0,100,2.6,65,VOE,LFBD,LFST,3
Avion,2,2019,Intérieur,BORDEAUX,STRASBOURG,VOLOTEA,32,32,100,0,0,100,3.1,27,VOE,LFBD,LFST,1
Avion,3,2019,Intérieur,BORDEAUX,STRASBOURG,VOLOTEA,31,31,100,0,0,100,3.2,106,VOE,LFBD,LFST,4
Avion,4,2019,Intérieur,BORDEAUX,STRASBOURG,VOLOTEA,49,49,100,0,0,100,10.2,33,VOE,LFBD,LFST,5
Avion,5,2019,Intérieur,BORDEAUX,STRASBOURG,VOLOTEA,41,41,100,0,0,100,9.8,54,VOE,LFBD,LFST,6
Avion,7,2019,Intérieur,BORDEAUX,STRASBOURG,VOLOTEA,29,29,100,0,0,100,17.2,32,VOE,LFBD,LFST,6
Avion,8,2019,Intérieur,BORDEAUX,STRASBOURG,VOLOTEA,26,26,100,0,0,100,7.7,21,VOE,LFBD,LFST,3
Avion,9,2019,Intérieur,BORDEAUX,STRASBOURG,VOLOTEA,35,35,100,0,0,100,8.6,33,VOE,LFBD,LFST,4
Avion,10,2018,International,BOSTON,PARIS-CDG,AIR FRANCE,30,28,37.84,2,6.67,33.33,10.71,42,AFR,KBOS,LFPG,6
Avion,10,2018,International,BOSTON,PARIS-CDG,DELTA AIR LINES,29,29,39.19,0,0,33.33,10.34,51,DAL,KBOS,LFPG,7
Avion,10,2018,International,BOSTON,PARIS-CDG,NORWEGIAN,18,17,22.97,1,5.56,33.33,17.65,90,NAX,KBOS,LFPG,16
Avion,11,2018,International,BOSTON,PARIS-CDG,AIR FRANCE,29,29,43.9,0,0,60,20.7,42,AFR,KBOS,LFPG,10
Avion,11,2018,International,BOSTON,PARIS-CDG,DELTA AIR LINES,20,20,30.3,0,0,20,10,73,DAL,KBOS,LFPG,9
Avion,11,2018,International,BOSTON,PARIS-CDG,NORWEGIAN,17,17,25.8,0,0,20,11.8,78,NAX,KBOS,LFPG,9
Avion,12,2018,International,BOSTON,PARIS-CDG,AIR FRANCE,31,31,44.3,0,0,87.5,22.6,31,AFR,KBOS,LFPG,9
Avion,12,2018,International,BOSTON,PARIS-CDG,DELTA AIR LINES,22,22,31.4,0,0,0,0,,DAL,KBOS,LFPG,1
Avion,12,2018,International,BOSTON,PARIS-CDG,NORWEGIAN,17,17,24.3,0,0,12.5,5.9,20,NAX,KBOS,LFPG,3
Avion,1,2019,International,BOSTON,PARIS-CDG,AIR FRANCE,31,31,46.3,0,0,41.2,22.6,33,AFR,KBOS,LFPG,11
Avion,1,2019,International,BOSTON,PARIS-CDG,DELTA AIR LINES,22,22,32.8,0,0,29.4,22.7,58,DAL,KBOS,LFPG,15
Avion,1,2019,International,BOSTON,PARIS-CDG,NORWEGIAN,14,14,20.9,0,0,29.4,35.7,101,NAX,KBOS,LFPG,38
Avion,2,2019,International,BOSTON,PARIS-CDG,AIR FRANCE,26,26,49.1,0,0,41.7,19.2,35,AFR,KBOS,LFPG,9
Avion,2,2019,International,BOSTON,PARIS-CDG,DELTA AIR LINES,20,20,37.7,0,0,33.3,20,96,DAL,KBOS,LFPG,19
Avion,2,2019,International,BOSTON,PARIS-CDG,NORWEGIAN,7,7,13.2,0,0,25,42.9,20,NAX,KBOS,LFPG,9
Avion,3,2019,International,BOSTON,PARIS-CDG,AIR FRANCE,31,31,46.3,0,0,50,9.7,42,AFR,KBOS,LFPG,6
Avion,3,2019,International,BOSTON,PARIS-CDG,DELTA AIR LINES,23,23,34.3,0,0,33.3,8.7,78,DAL,KBOS,LFPG,7
Avion,3,2019,International,BOSTON,PARIS-CDG,NORWEGIAN,13,13,19.4,0,0,16.7,7.7,38,NAX,KBOS,LFPG,3
Avion,4,2019,International,BOSTON,PARIS-CDG,AIR FRANCE,29,29,37.7,0,0,7.7,3.5,32,AFR,KBOS,LFPG,1
Avion,4,2019,International,BOSTON,PARIS-CDG,DELTA AIR LINES,30,30,39,0,0,61.5,26.7,61,DAL,KBOS,LFPG,18
Avion,4,2019,International,BOSTON,PARIS-CDG,NORWEGIAN,19,18,23.4,1,5.3,30.8,22.2,53,NAX,KBOS,LFPG,15
Avion,5,2019,International,BOSTON,PARIS-CDG,AIR FRANCE,31,31,39.2,0,0,7.7,3.2,112,AFR,KBOS,LFPG,4
Avion,5,2019,International,BOSTON,PARIS-CDG,DELTA AIR LINES,31,31,39.2,0,0,69.2,29,50,DAL,KBOS,LFPG,16
Avion,5,2019,International,BOSTON,PARIS-CDG,NORWEGIAN,17,17,21.5,0,0,23.1,17.7,68,NAX,KBOS,LFPG,13
Avion,6,2019,International,BOSTON,PARIS-CDG,AIR FRANCE,43,43,47.8,0,0,35.7,23.3,33,AFR,KBOS,LFPG,9
Avion,6,2019,International,BOSTON,PARIS-CDG,DELTA AIR LINES,30,30,33.3,0,0,32.1,30,81,DAL,KBOS,LFPG,26
Avion,6,2019,International,BOSTON,PARIS-CDG,NORWEGIAN,18,17,18.9,1,5.6,32.1,52.9,54,NAX,KBOS,LFPG,31
Avion,7,2019,International,BOSTON,PARIS-CDG,AIR FRANCE,62,62,55.9,0,0,27.8,16.1,33,AFR,KBOS,LFPG,6
Avion,7,2019,International,BOSTON,PARIS-CDG,DELTA AIR LINES,31,31,27.9,0,0,41.7,48.4,49,DAL,KBOS,LFPG,24
Avion,7,2019,International,BOSTON,PARIS-CDG,NORWEGIAN,18,18,16.2,0,0,30.6,61.1,86,NAX,KBOS,LFPG,54
Avion,8,2019,International,BOSTON,PARIS-CDG,AIR FRANCE,50,50,51,0,0,38.1,16,71,AFR,KBOS,LFPG,12
Avion,8,2019,International,BOSTON,PARIS-CDG,DELTA AIR LINES,31,30,30.6,1,3.2,33.3,23.3,74,DAL,KBOS,LFPG,18
Avion,8,2019,International,BOSTON,PARIS-CDG,NORWEGIAN,18,18,18.4,0,0,28.6,33.3,113,NAX,KBOS,LFPG,39
Avion,9,2019,International,BOSTON,PARIS-CDG,AIR FRANCE,30,30,40,0,0,23.1,10,33,AFR,KBOS,LFPG,4
Avion,9,2019,International,BOSTON,PARIS-CDG,DELTA AIR LINES,30,30,40,0,0,23.1,10,26,DAL,KBOS,LFPG,4
Avion,9,2019,International,BOSTON,PARIS-CDG,NORWEGIAN,17,15,20,2,11.8,53.9,46.7,98,NAX,KBOS,LFPG,46
Avion,10,2018,Intérieur,BREST,LYON,EASYJET R-U,18,17,18.28,1,5.56,36.36,23.53,127,EZY,LFRB,LFLL,31
Avion,10,2018,Intérieur,BREST,LYON,HOP!,76,76,81.72,0,0,63.64,9.21,31,HOP,LFRB,LFLL,5
Avion,11,2018,Intérieur,BREST,LYON,EASYJET R-U,18,18,19.8,0,0,10,5.6,399,EZY,LFRB,LFLL,24
Avion,11,2018,Intérieur,BREST,LYON,HOP!,73,73,80.2,0,0,90,12.3,29,HOP,LFRB,LFLL,4
Avion,12,2018,Intérieur,BREST,LYON,EASYJET R-U,24,24,26.4,0,0,27.3,12.5,38,EZY,LFRB,LFLL,5
Avion,12,2018,Intérieur,BREST,LYON,HOP!,67,67,73.6,0,0,72.7,11.9,30,HOP,LFRB,LFLL,5
Avion,1,2019,Intérieur,BREST,LYON,AIR FRANCE HOP!,70,70,82.4,0,0,50,4.3,36,HOP,LFRB,LFLL,3
Avion,1,2019,Intérieur,BREST,LYON,EASYJET R-U,15,15,17.7,0,0,50,20,124,EZY,LFRB,LFLL,27
Avion,2,2019,Intérieur,BREST,LYON,AIR FRANCE HOP!,68,68,78.2,0,0,28.6,2.9,24,HOP,LFRB,LFLL,1
Avion,2,2019,Intérieur,BREST,LYON,EASYJET R-U,19,19,21.8,0,0,71.4,26.3,70,EZY,LFRB,LFLL,19
Avion,3,2019,Intérieur,BREST,LYON,AIR FRANCE HOP!,78,77,77,1,1.3,42.9,3.9,58,HOP,LFRB,LFLL,4
Avion,3,2019,Intérieur,BREST,LYON,EASYJET R-U,23,23,23,0,0,57.1,17.4,122,EZY,LFRB,LFLL,22
Avion,4,2019,Intérieur,BREST,LYON,AIR FRANCE HOP!,72,72,80.9,0,0,75,8.3,33,HOP,LFRB,LFLL,5
Avion,4,2019,Intérieur,BREST,LYON,EASYJET R-U,17,17,19.1,0,0,25,11.8,50,EZY,LFRB,LFLL,7
Avion,5,2019,Intérieur,BREST,LYON,AIR FRANCE HOP!,70,69,79.3,1,1.4,71.4,7.3,46,HOP,LFRB,LFLL,5
Avion,5,2019,Intérieur,BREST,LYON,EASYJET R-U,18,18,20.7,0,0,28.6,11.1,19,EZY,LFRB,LFLL,5
Avion,6,2019,Intérieur,BREST,LYON,AIR FRANCE HOP!,68,67,78.8,1,1.5,58.3,10.5,67,HOP,LFRB,LFLL,8
Avion,6,2019,Intérieur,BREST,LYON,EASYJET,18,18,21.2,0,0,41.7,27.8,32,EZY,LFRB,LFLL,9
Avion,7,2019,Intérieur,BREST,LYON,AIR FRANCE HOP!,71,71,76.3,0,0,53.3,11.3,42,HOP,LFRB,LFLL,6
Avion,7,2019,Intérieur,BREST,LYON,EASYJET,22,22,23.7,0,0,46.7,31.8,57,EZY,LFRB,LFLL,19
Avion,8,2019,Intérieur,BREST,LYON,AIR FRANCE HOP!,46,45,67.2,1,2.2,56.3,20,34,HOP,LFRB,LFLL,8
Avion,8,2019,Intérieur,BREST,LYON,EASYJET,22,22,32.8,0,0,43.8,31.8,23,EZY,LFRB,LFLL,10
Avion,9,2019,Intérieur,BREST,LYON,AIR FRANCE,71,71,79.8,0,0,40,5.6,28,AFR,LFRB,LFLL,3
Avion,9,2019,Intérieur,BREST,LYON,EASYJET,18,18,20.2,0,0,60,33.3,53,EZY,LFRB,LFLL,19
Avion,10,2018,Intérieur,BREST,MARSEILLE,RYANAIR,31,30,100,1,3.23,100,40,34,RYR,LFRB,LFML,17
Avion,11,2018,Intérieur,BREST,MARSEILLE,RYANAIR,30,30,100,0,0,100,6.7,214,RYR,LFRB,LFML,17
Avion,12,2018,Intérieur,BREST,MARSEILLE,RYANAIR,29,29,100,0,0,100,24.1,37,RYR,LFRB,LFML,11
Avion,1,2019,Intérieur,BREST,MARSEILLE,RYANAIR,31,31,100,0,0,100,12.9,34,RYR,LFRB,LFML,6
Avion,2,2019,Intérieur,BREST,MARSEILLE,RYANAIR,28,28,100,0,0,100,25,68,RYR,LFRB,LFML,18
Avion,3,2019,Intérieur,BREST,MARSEILLE,RYANAIR,30,30,100,0,0,100,16.7,24,RYR,LFRB,LFML,5
Avion,4,2019,Intérieur,BREST,MARSEILLE,RYANAIR,29,29,100,0,0,100,37.9,38,RYR,LFRB,LFML,16
Avion,5,2019,Intérieur,BREST,MARSEILLE,RYANAIR,31,29,100,2,6.5,100,27.6,48,RYR,LFRB,LFML,15
Avion,6,2019,Intérieur,BREST,MARSEILLE,RYANAIR,30,30,100,0,0,100,23.3,71,RYR,LFRB,LFML,19
Avion,7,2019,Intérieur,BREST,MARSEILLE,RYANAIR,31,31,100,0,0,100,32.3,68,RYR,LFRB,LFML,24
Avion,8,2019,Intérieur,BREST,MARSEILLE,AIR FRANCE HOP!,7,7,18.4,0,0,37.5,42.9,25,HOP,LFRB,LFML,13
Avion,8,2019,Intérieur,BREST,MARSEILLE,RYANAIR,31,31,81.6,0,0,62.5,16.1,44,RYR,LFRB,LFML,9
Avion,9,2019,Intérieur,BREST,MARSEILLE,RYANAIR,30,30,100,0,0,100,16.7,34,RYR,LFRB,LFML,7
Avion,10,2018,Intérieur,BREST,PARIS-CDG,AIR FRANCE,92,92,100,0,0,100,8.7,49,AFR,LFRB,LFPG,6
Avion,11,2018,Intérieur,BREST,PARIS-CDG,AIR FRANCE,90,88,100,2,2.2,100,9.1,40,AFR,LFRB,LFPG,5
Avion,12,2018,Intérieur,BREST,PARIS-CDG,AIR FRANCE,93,93,100,0,0,100,10.8,32,AFR,LFRB,LFPG,5
Avion,1,2019,Intérieur,BREST,PARIS-CDG,AIR FRANCE,92,90,100,2,2.2,100,8.9,60,AFR,LFRB,LFPG,8
Avion,2,2019,Intérieur,BREST,PARIS-CDG,AIR FRANCE,84,84,100,0,0,100,9.5,30,AFR,LFRB,LFPG,4
Avion,3,2019,Intérieur,BREST,PARIS-CDG,AIR FRANCE,94,94,100,0,0,100,11.7,32,AFR,LFRB,LFPG,5
Avion,4,2019,Intérieur,BREST,PARIS-CDG,AIR FRANCE,91,91,100,0,0,100,7.7,27,AFR,LFRB,LFPG,3
Avion,5,2019,Intérieur,BREST,PARIS-CDG,AIR FRANCE,93,92,100,1,1.1,100,8.7,26,AFR,LFRB,LFPG,4
Avion,6,2019,Intérieur,BREST,PARIS-CDG,AIR FRANCE,91,91,100,0,0,100,17.6,34,AFR,LFRB,LFPG,8
Avion,7,2019,Intérieur,BREST,PARIS-CDG,AIR FRANCE,93,93,100,0,0,100,8.6,25,AFR,LFRB,LFPG,4
Avion,8,2019,Intérieur,BREST,PARIS-CDG,AIR FRANCE,93,93,100,0,0,100,14,66,AFR,LFRB,LFPG,11
Avion,9,2019,Intérieur,BREST,PARIS-CDG,AIR FRANCE,90,90,100,0,0,100,5.6,34,AFR,LFRB,LFPG,4
Avion,10,2018,Intérieur,BREST,PARIS-ORLY,AIR FRANCE,154,148,100,6,3.9,100,7.43,51,AFR,LFRB,LFPO,5
Avion,11,2018,Intérieur,BREST,PARIS-ORLY,AIR FRANCE,153,149,100,4,2.6,100,9.4,79,AFR,LFRB,LFPO,9
Avion,12,2018,Intérieur,BREST,PARIS-ORLY,AIR FRANCE,146,145,100,1,0.7,100,11.7,46,AFR,LFRB,LFPO,6
Avion,1,2019,Intérieur,BREST,PARIS-ORLY,AIR FRANCE,146,143,100,3,2.1,100,9.1,57,AFR,LFRB,LFPO,6
Avion,2,2019,Intérieur,BREST,PARIS-ORLY,AIR FRANCE,137,137,100,0,0,100,6.6,44,AFR,LFRB,LFPO,4
Avion,3,2019,Intérieur,BREST,PARIS-ORLY,AIR FRANCE,161,160,100,1,0.6000000000000001,100,13.1,48,AFR,LFRB,LFPO,8
Avion,4,2019,Intérieur,BREST,PARIS-ORLY,AIR FRANCE,147,145,100,2,1.4,100,21.4,47,AFR,LFRB,LFPO,11
Avion,5,2019,Intérieur,BREST,PARIS-ORLY,AIR FRANCE,154,149,100,5,3.3,100,13.4,74,AFR,LFRB,LFPO,11
Avion,6,2019,Intérieur,BREST,PARIS-ORLY,AIR FRANCE,152,152,100,0,0,100,12.5,38,AFR,LFRB,LFPO,6
Avion,7,2019,Intérieur,BREST,PARIS-ORLY,AIR FRANCE,145,144,100,1,0.7,100,9.7,41,AFR,LFRB,LFPO,5
Avion,8,2019,Intérieur,BREST,PARIS-ORLY,AIR FRANCE,98,98,100,0,0,100,10.2,31,AFR,LFRB,LFPO,5
Avion,9,2019,Intérieur,BREST,PARIS-ORLY,AIR FRANCE,149,148,100,1,0.7,100,8.1,44,AFR,LFRB,LFPO,5
Avion,10,2018,International,BRUXELLES,LYON,BRUSSELS AIRLINES,84,84,59.15,0,0,71.43,23.81,30,BEL,EBBR,LFLL,11
Avion,10,2018,International,BRUXELLES,LYON,HOP!,58,58,40.85,0,0,28.57,13.79,46,HOP,EBBR,LFLL,9
Avion,11,2018,International,BRUXELLES,LYON,BRUSSELS AIRLINES,77,77,54.6,0,0,77.3,22.1,40,BEL,EBBR,LFLL,13
Avion,11,2018,International,BRUXELLES,LYON,HOP!,65,64,45.4,1,1.5,22.7,7.8,35,HOP,EBBR,LFLL,6
Avion,12,2018,International,BRUXELLES,LYON,BRUSSELS AIRLINES,72,71,60.2,1,1.4,38.7,16.9,34,BEL,EBBR,LFLL,8
Avion,12,2018,International,BRUXELLES,LYON,HOP!,48,47,39.8,1,2.1,61.3,40.4,62,HOP,EBBR,LFLL,27
Avion,1,2019,International,BRUXELLES,LYON,AIR FRANCE HOP!,58,58,43,0,0,66.7,27.6,58,HOP,EBBR,LFLL,19
Avion,1,2019,International,BRUXELLES,LYON,BRUSSELS AIRLINES,77,77,57,0,0,33.3,10.4,46,BEL,EBBR,LFLL,8
Avion,2,2019,International,BRUXELLES,LYON,AIR FRANCE HOP!,64,60,47.2,4,6.3,40.9,15,64,HOP,EBBR,LFLL,11
Avion,2,2019,International,BRUXELLES,LYON,BRUSSELS AIRLINES,70,67,52.8,3,4.3,59.1,19.4,52,BEL,EBBR,LFLL,12
Avion,3,2019,International,BRUXELLES,LYON,AIR FRANCE HOP!,68,63,44.4,5,7.4,43.2,30.2,45,HOP,EBBR,LFLL,17
Avion,3,2019,International,BRUXELLES,LYON,BRUSSELS AIRLINES,80,79,55.6,1,1.3,56.8,31.7,44,BEL,EBBR,LFLL,16
Avion,4,2019,International,BRUXELLES,LYON,AIR FRANCE HOP!,67,60,42.3,7,10.5,38.1,26.7,56,HOP,EBBR,LFLL,18
Avion,4,2019,International,BRUXELLES,LYON,BRUSSELS AIRLINES,82,82,57.8,0,0,61.9,31.7,34,BEL,EBBR,LFLL,15
Avion,5,2019,International,BRUXELLES,LYON,AIR FRANCE HOP!,65,58,41.7,7,10.8,41.9,22.4,31,HOP,EBBR,LFLL,9
Avion,5,2019,International,BRUXELLES,LYON,BRUSSELS AIRLINES,83,81,58.3,2,2.4,58.1,22.2,33,BEL,EBBR,LFLL,10
Avion,6,2019,International,BRUXELLES,LYON,AIR FRANCE HOP!,63,59,42.8,4,6.4,30.8,20.3,35,HOP,EBBR,LFLL,9
Avion,6,2019,International,BRUXELLES,LYON,BRUSSELS AIRLINES,80,79,57.3,1,1.3,69.2,34.2,41,BEL,EBBR,LFLL,17
Avion,7,2019,International,BRUXELLES,LYON,AIR FRANCE HOP!,63,58,41.4,5,7.9,7.3,5.2,49,HOP,EBBR,LFLL,4
Avion,7,2019,International,BRUXELLES,LYON,BRUSSELS AIRLINES,85,82,58.6,3,3.5,92.7,46.3,44,BEL,EBBR,LFLL,23
Avion,8,2019,International,BRUXELLES,LYON,AIR FRANCE HOP!,19,17,19.3,2,10.5,6.5,11.8,89,HOP,EBBR,LFLL,13
Avion,8,2019,International,BRUXELLES,LYON,BRUSSELS AIRLINES,71,71,80.7,0,0,93.6,40.9,31,BEL,EBBR,LFLL,15
